jsonFileName,Errors,Counterexamples,NoInstances
grade1_5_False_alloyAnalyzerReport.json,0,1,0
farmer1_0_False_alloyAnalyzerReport.json,0,1,0
grade1_3_False_alloyAnalyzerReport.json,0,1,0
balancedBST1_5_False_alloyAnalyzerReport.json,1,0,0
bempl1_4_False_alloyAnalyzerReport.json,0,1,0
student19_1_0_False_alloyAnalyzerReport.json,1,0,0
bempl1_2_False_alloyAnalyzerReport.json,0,1,0
balancedBST1_3_False_alloyAnalyzerReport.json,0,1,0
student16_1_False_alloyAnalyzerReport.json,1,0,0
addr1_3_False_alloyAnalyzerReport.json,0,1,0
student14_1_0_False_alloyAnalyzerReport.json,0,1,0
cd1_1_0_False_alloyAnalyzerReport.json,0,1,0
student5_5_False_alloyAnalyzerReport.json,0,1,0
balancedBST3_1_5_False_alloyAnalyzerReport.json,1,0,0
student3_1_0_False_alloyAnalyzerReport.json,0,1,0
student5_3_False_alloyAnalyzerReport.json,0,1,0
fsm1_1_1_False_alloyAnalyzerReport.json,0,1,0
addr1_5_False_alloyAnalyzerReport.json,0,1,0
balancedBST3_1_3_False_alloyAnalyzerReport.json,1,0,0
student15_0_False_alloyAnalyzerReport.json,0,1,0
student17_1_5_False_alloyAnalyzerReport.json,0,1,0
student17_1_3_False_alloyAnalyzerReport.json,0,1,0
grade1_2_False_alloyAnalyzerReport.json,0,1,0
grade1_4_False_alloyAnalyzerReport.json,0,1,0
student19_1_1_False_alloyAnalyzerReport.json,1,0,0
balancedBST1_2_False_alloyAnalyzerReport.json,1,0,0
student16_0_False_alloyAnalyzerReport.json,1,0,0
bempl1_3_False_alloyAnalyzerReport.json,0,1,0
student18_1_0_False_alloyAnalyzerReport.json,0,1,0
bempl1_5_False_alloyAnalyzerReport.json,0,1,0
balancedBST1_4_False_alloyAnalyzerReport.json,1,0,0
addr1_4_False_alloyAnalyzerReport.json,0,1,0
fsm1_1_0_False_alloyAnalyzerReport.json,0,1,0
student5_2_False_alloyAnalyzerReport.json,0,1,0
student2_1_0_False_alloyAnalyzerReport.json,1,0,0
balancedBST3_1_2_False_alloyAnalyzerReport.json,1,0,0
student5_4_False_alloyAnalyzerReport.json,1,0,0
student14_1_1_False_alloyAnalyzerReport.json,0,1,0
addr1_2_False_alloyAnalyzerReport.json,0,1,0
student3_1_1_False_alloyAnalyzerReport.json,0,1,0
balancedBST3_1_4_False_alloyAnalyzerReport.json,1,0,0
student17_1_2_False_alloyAnalyzerReport.json,0,1,0
student17_1_4_False_alloyAnalyzerReport.json,0,1,0
student15_1_False_alloyAnalyzerReport.json,0,1,0
student16_5_False_alloyAnalyzerReport.json,1,0,0
student19_1_4_False_alloyAnalyzerReport.json,1,0,0
balancedBST1_1_False_alloyAnalyzerReport.json,1,0,0
student16_3_False_alloyAnalyzerReport.json,1,0,0
bempl1_0_False_alloyAnalyzerReport.json,0,1,0
student19_1_2_False_alloyAnalyzerReport.json,1,0,0
grade1_1_False_alloyAnalyzerReport.json,0,1,0
student15_2_False_alloyAnalyzerReport.json,0,1,0
student17_1_1_False_alloyAnalyzerReport.json,0,1,0
student13_1_False_alloyAnalyzerReport.json,0,1,0
student3_1_2_False_alloyAnalyzerReport.json,0,1,0
fsm1_1_5_False_alloyAnalyzerReport.json,0,1,0
addr1_1_False_alloyAnalyzerReport.json,0,1,0
arr2_0_False_alloyAnalyzerReport.json,1,1,0
balancedBST3_1_1_False_alloyAnalyzerReport.json,0,1,0
student3_1_4_False_alloyAnalyzerReport.json,0,1,0
student5_1_False_alloyAnalyzerReport.json,0,1,0
fsm1_1_3_False_alloyAnalyzerReport.json,0,1,0
bempl1_1_False_alloyAnalyzerReport.json,0,1,0
balancedBST1_0_False_alloyAnalyzerReport.json,1,0,0
student16_2_False_alloyAnalyzerReport.json,1,0,0
student19_1_3_False_alloyAnalyzerReport.json,1,0,0
student16_4_False_alloyAnalyzerReport.json,1,0,0
student19_1_5_False_alloyAnalyzerReport.json,1,0,0
grade1_0_False_alloyAnalyzerReport.json,0,1,0
student17_1_0_False_alloyAnalyzerReport.json,0,1,0
student3_1_5_False_alloyAnalyzerReport.json,0,1,0
balancedBST3_1_0_False_alloyAnalyzerReport.json,1,0,0
fsm1_1_2_False_alloyAnalyzerReport.json,0,1,0
student5_0_False_alloyAnalyzerReport.json,1,0,0
student3_1_3_False_alloyAnalyzerReport.json,0,1,0
student13_0_False_alloyAnalyzerReport.json,1,0,0
arr2_1_False_alloyAnalyzerReport.json,0,1,0
addr1_0_False_alloyAnalyzerReport.json,0,1,0
fsm1_1_4_False_alloyAnalyzerReport.json,0,1,0
